cik,sic,company,loc
0001287400,6189,"CRUSADE MANAGEMENT LTD  GLOBAL TRUST NO 1 OF 1999","  "
0001287414,6189,"AEGIS ASSET BACKED SEC CORP MORT PAS THR CERT SERIES 2004 2","  "
0001287479,6189,"MORGAN STANLEY ABS CAPITAL 1 INC CDC MORT CAP TRUST 2004-HE1",NY
0001287674,6189,"ACE SECURITIES CORP HOME EQUITY LOAN TRUST SERIES 2004-OP1",NC
0001287692,6189,"HONDA AUTO RECEIVABLES 2004-1 OWNER TRUST",CA
0001287693,6189,"HONDA AUTO RECEIVABLES 2004-1 OWNER TRUST",CA
0001287696,6189,"HONDA AUTO RECEIVABLES 2004-1 OWNER TRUST",CA
0001287715,6189,"EDUCATION FUNDING CAPITAL TRUST-IV",CA
0001287716,6189,"ASSET BACKED SEC CORP FIELDSTONE MORT INV TR SER 2004-2",NY
0001287972,6189,"SCHWAB CAPITAL TRUST I","  "
0001288037,6189,"NEW CENTURY HOME EQUITY LOAN TRUST 2004-1",CA
0001288251,6189,"STRUCTURED PRODUCTS CORP CORTS TRUST FOR BOEING CO NOTES",NY
0001288499,6189,"DEUTSCHE MORTGAGE LOAN TRUST SERIES 2004-3",MD
0001288591,6189,"Wells Fargo Mortgage Backed Securities Series 2004-E",MD
0001288630,6189,"Chase Mortgage Finance Trust, Series 2004-S4",NJ
0001288638,6189,"RAMP SERIES 2004-RS4 TRUST",MN
0001288639,6189,"WAMU MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004 AR-3",IL
0001288640,6189,"Collegiate Funding Services Education Loan Trust 2004-A",VA
0001288642,6189,"RASC SERIES 2004-KS4 TRUST",MN
0001288659,6189,"Wells Fargo Mortgage Backed Securities Series 2004-4",MD
0001288667,6189,"J.P. Morgan Mortgage Trust 2004-A2",NY
0001288696,6189,"CENDANT MORTGAGE CAPITAL LLC CDMC MORT PAS THR CE SE 04 2",NJ
0001288708,6189,"CarMax Auto Owner Trust 2004-1",VA
0001288721,6189,"PPLUS Trust Series EOP-1",NY
0001288732,6189,"GS MORTGAGE SECURITIES CORP. GSAA TRUST 2004-CW1",NY
0001288742,6189,"First Franklin Mortgage Loan Trust 2004-FF2",CT
0001288743,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-BC2",CA
0001288747,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AR2",TX
0001288748,6189,"WAMU Mortgage Pass-Through Certificates Series 2004-AR2",IL
0001288749,6189,"CorTS(R) Trust III For Verizon Global Funding Notes",NY
0001288756,6189,"MS STRUCTURED SATURNS SERIES 2004-7",NY
0001288791,6189,"Wachovia Commercial Mort Pass Thr Certs Ser 2004-C11",NC
0001288804,6189,"RALI 2004-QS5",MN
0001288811,6189,"WASHINGTON MUTUAL MSC MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-RA1",IL
0001288833,6189,"PEOPLES CHOICE HOME LOAN SECURITIES TRUST SERIES 2004-1",CA
0001288840,6189,"HOME EQUITY MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-2",NY
0001288848,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-D",NC
0001288850,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE2",NY
0001288861,6189,"MERRILL LYNCH MORT INV INC ASST BACK CERTS SER TMTS 2004 3HE",NY
0001288863,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AR2",TX
0001288867,6189,"Alternative Loan Trust 2004-7T1","  "
0001288883,6189,"WAMU MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-RS2",IL
0001288889,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-4",NC
0001288898,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-4",NC
0001288908,6189,"CWMBS 2004-HYB2",CA
0001288911,6189,"FREMONT HOME LOAN TRUST 2004-1",CT
0001288915,6189,"RALI 2004-QS5",MN
0001288916,6189,"Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2004-1",MD
0001288968,6189,"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST 2004-5",NY
0001288969,6189,"RESIDENTIAL FUNDING MORTGAGE SECURITIES I 2004-S4",MN
0001288971,6189,"LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BCK SER 2004-7 CLASS A1",NY
0001288972,6189,"FIRST HORIZON ASSET SECURITIES INC MOR PA THR CER SE 2004-3",TX
0001288975,6189,"Bear Stearns Asset Backed Securities Trust 2004-SD2",NY
0001288980,6189,"GreenPoint Home Equity Loan Trust 2004-2","  "
0001288997,6189,"Long Beach Mortgage Loan Trust 2004-2, Asset-Backed Certificates, Series 2004-2",CA
0001288998,6189,"Residential Asset Securitization Trust 2004-A3",CA
0001289019,6189,"HarborView Mortgage Loan Trust 2004-2",MD
0001289064,6189,"Alternative Loan Trust 2004-8CB","  "
0001289067,6189,"MORTGAGE ASSET SEC TRANS INC MASTR ASSET SEC TR 2004-5",NY
0001289072,6189,"GS MORTGAGE SECURITIES CORP GSR MORTGAGE LOAN TRUST 2004-5",NY
0001289074,6189,"GS MORTGAGE SECURITIES CORP GSAMP TRUST 2004-HE1",NY
0001289086,6189,"IMH ASSETS CORP COLLATERALIZED ASSET BACKED BONDS SER 2004 4",CA
0001289087,6189,"GMAC Mortgage Pass-Through Certificates, Series 2004-AR1",MN
0001289089,6189,"HarborView Mortgage Loan Trust 2004-3",MD
0001289090,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-AC2",NY
0001289092,6189,"CSFB Mortgage-Backed Pass-Through Certificates, Series 2004-3",NY
0001289093,6189,"Asset Backed Funding Corp. ABFC Asset Backed Certificates Series 2004-OPT3",NC
0001289094,6189,"MASTR Adjustable Rate Mortgages Trust 2004-4",NY
0001289095,6189,"MASTR Alternative Loan Trust 2004-4",NY
0001289159,6189,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR4",NY
0001289164,6189,"CHL Mortgage Pass-Through Trust 2004-9",CA
0001289165,6189,"CHL Mortgage Pass-Through Trust 2004-6",CA
0001289167,6189,"CWALT 2004-J3","  "
0001289168,6189,"CHL Mortgage Pass-Through Trust 2004-5",CA
0001289180,6189,"CWMBS 2004-J4",CA
0001289196,6189,"BEAR STEARNS ALT-A TRUST MTG PASS-THROUGH CERTS SER 2004-4",MD
0001289197,6189,"Credit Suisse First Boston Mortgage Securities Corp. Home Equity Asset Trust 2004-3.",NY
0001289198,6189,"Mortgage Pass-Through Certificates, Series 2004-J4","  "
0001289199,6189,"Equity One Mortgage Pass-Through Trust 2004-2",DE
0001289243,6189,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-7",NY
0001289247,6189,"GSAMP Trust 2004-NC1",NY
0001289293,6189,"STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-4",NY
0001289311,6189,"Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-9XS",NY
0001289312,6189,"CHL Mortgage Pass-Through Trust 2004-7",CA
0001289313,6189,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-W7",CA
0001289357,6189,"J.P. Morgan Chase Commercial Mortgage Securities Corp. Commercial Mortgage Pass-Through Certificates",MA
0001289445,6189,"AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R4",CA
0001289657,6189,"RASC Series 2004-KS1 Trust",MN
0001289658,6189,"RASC Series 2004-KS2 Trust",MN
0001289670,6189,"RALI Series 2004-QS2 Trust",MN
0001289671,6189,"RFMSI Series 2004-S1 Trust",MN
0001289673,6189,"RAMP Series 2004-RS1 Trust",MN
0001289674,6189,"RAMP Series 2004-RS2 Trust",MN
0001289675,6189,"RALI Series 2004-QS1 Trust",MN
0001289764,6189,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SEIRES 2004-W8",CA
0001289765,6189,"PUMA Global Trust No. 1",C3
0001289766,6189,"PUMA Global Trust No. 2",C3
0001289778,6189,"PUMA Global Trust No. 3",C3
0001289838,6189,"CABCO SERIES 2004-101 TRUST (GOLDMAN SACHS CAPITAL I)",NY
0001289840,6189,"Permanent Financing (No. 5) PLC",X0
0001289860,6189,"CAPITAL ONE AUTO FINANCE TRUST 2004-A",VA
0001290040,6189,"Morgan Stanley Capital I Trust 2004 IQ7",NY
0001290042,6189,"HOMESTAR MORTGAGE ACCEP CORP ASST BACK CERTS SER 2004-2.","  "
0001290059,6189,"MACRO Securities Depositor, LLC",NY
0001290069,6189,"MERRILL LYNCH MORTGAGE ASSET BACK CERTS SER 2004-WMC3",NY
0001290089,6189,"Morgan Stanley Auto Loan Trust 2004-HB1",NY
0001290098,6189,"Synchrony Credit Card Master Note Trust",CT
0001290200,6189,"Wells Fargo Dealer Floorplan Master Note Trust",IL
0001290205,6189,"CDF Funding, Inc.",IL
0001290264,6189,"FREMONT HOME LOAN TRUST 2004-B",CT
0001290265,6189,"Wells Fargo Mortgage Backed Securities Series 2004-F",MD
0001290641,6189,"National Collegiate Student Loan Trust 2004-1",MA
0001290691,6189,"SUPERIOR WHOLESALE INVENTORY FINANCING TRUST IX",DE
0001290694,6189,"GMACM Mortgage Pass-Through Certificates, Series 2004-J2",MN
0001290724,6189,"Ford Credit Auto Owner Trust 2004-A",MI
0001290745,6189,"Home Equity Loan Asset-Backed Notes, Series 2004-2",NY
0001290748,6189,"CSFB COMMERCIAL MORT PASS THR CERTS SER 2004 C2",NY
0001290851,6189,"Caterpillar Financial Asset Trust 2004-A",NV
0001290914,6189,"PPLUS Trust Series DCNA-1",NY
0001291072,6189,"Wells Fargo Mortgage Backed Securities Series 2004-G",MD
0001291074,6189,"STRUCTURED ASSET SEC CORP II LB-UBS COMM MORT TRUST 2004-C4",NY
0001291225,6189,"CARRINGTON MORTGAGE LOAN TRUST, SERIES 2004-NC1","  "
0001291244,6189,"WFS FINANCIAL 2004-2 OWNER TRUST",CA
0001291369,6189,"BMW Vehicle Owner Trust 2004-A",NJ
0001291394,6189,"Park Place Securities, Inc.",CA
0001291409,6189,"Harley-Davidson Motorcycle Trust 2004-2",NV
0001291410,6189,"STRUCTURED ASSET MORTGAGE INVESTMENTS II TRUST SERIES 2004-AR2",NY
0001291417,6189,"Chase Credit Card Owner Trust 2004-2",DE
0001291434,6189,"WAMU MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-AR5",IL
0001291435,6189,"WaMu Mortgage Pass-Through Certificates Series 2004-AR4",IL
0001291463,6189,"WaMu Mortgage Pass-Through Certificates Series 2004-CB1",IL
0001291573,6189,"Onyx Acceptance Owner Trust 2004-B",CA
0001291615,6189,"Accredited Mortgage Loan Trust 2004-2",MD
0001291616,6189,"RFC RALI Series 2004-QS6",MN
0001291617,6189,"RFC RALI Series 2004-QS7",MN
0001291636,6189,"RASC Series 2004-KS5 Trust",MN
0001291691,6189,"CENDANT MORTGAGE CAPITAL LLC CDMC MORT PAS THR CE SE 04 3",NJ
0001291700,6189,"MS STRUCTURED TILES 2004-A",NY
0001291722,6189,"Wells Fargo Mortgage Backed Securities Series 2004-H",MD
0001291726,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-NC4",NY
0001291737,6189,"WaMu Mortgage Pass-Through Certificates Series 2004-S2",IL
0001291764,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AR3",TX
0001291765,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AA1",TX
0001291819,6189,"RFMSI Series 2004-S5 Trust",MN
0001291829,6189,"Wells Fargo Mortgage Backed Securities Series 2004-6",MD
0001291832,6189,"MORGAN STANLEY ABS CAPITAL I INC CDC MOR CAP TR 2004-HE2",NY
0001291885,6189,"BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-HE4",NY
0001291901,6189,"Wells Fargo Mortgage Backed Securities Series 2004-5",MD
0001291905,6189,"RFMSI Series 2004-SR1 Trust",MN
0001291906,6189,"Citigroup Commercial Mortgage Trust 2004-C1",NY
0001291907,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-E",NC
0001291908,6189,"Ramp Series 2004-RS5 Trus",MN
0001291946,6189,"Alternative Loan Trust 2004-12CB","  "
0001291947,6189,"CHL Mortgage Pass-Through Trust 2004-8",CA
0001291950,6189,"WaMu Mortgage Pass-Through Certificates Series 2004-AR6",IL
0001291951,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-4",TX
0001291954,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-5",NC
0001291955,6189,"Alternative Loan Trust 2004-13CB","  "
0001291956,6189,"Alternative Loan Trust 2004-10CB","  "
0001291970,6189,"ALTERNATIVE LOAN TRUST 2004-9T1","  "
0001292014,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-5",NC
0001292025,6189,"CHL Mortgage Pass-Through Trust 2004-10",CA
0001292064,6189,"Securitisation Advisory Services Medallion Trust Series 2003-1G",C3
0001292088,6189,"GS Mortgage Securities Corp. FFMLT Trust 2004-FF3",NY
0001292089,6189,"HarborView Mortgage Loan Trust 2004-5",MD
0001292090,6189,"Securitisation Advisory Services Medallion Trust Series 2000-2G",C3
0001292105,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2004-B",NY
0001292112,6189,"HarborView Mortgage Loan Trust 2004-4",MD
0001292113,6189,"AmeriCredit Automobile Receivables Trust 2004-1",TX
0001292117,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-3",NY
0001292158,6189,"CWMBS Mortgage Pass-Through Trust 2004-HYB3",CA
0001292190,6189,"GS Mortgage Securities Corp. FFMLT Trust 2004-FF3",NY
0001292205,6189,"BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-AC3",NY
0001292206,6189,"ACE Securities Corp Series 2004-IN1",NC
0001292210,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 5",NY
0001292211,6189,"Morgan Stanley Mortgage Loan Trust 2004-3",NY
0001292212,6189,"CHL Mortgage Pass-Through Trust 2004-11",CA
0001292213,6189,"CWABS INC ASSET-BACKED CERTIFICATES SERIES 2004-5",CA
0001292214,6189,"Deutsche Mortgage Securities Inc Mortgage Loan Trust 2004-4","  "
0001292216,6189,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-10",NY
0001292235,6189,"GSR Mortgage Loan Trust 2004-6F",NY
0001292237,6189,"IMPAC SECURED ASSETS CORP MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-2",CA
0001292238,6189,"Securitisation Advisory Services Medallion Trust Series 2001-1G",C3
0001292239,6189,"GS Mortgage Securities Corp. GSAA Trust 2004-3",NY
0001292240,6189,"ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-R5",CA
0001292252,6189,"Structured Asset Securities Corportion",NY
0001292253,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001292254,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001292255,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE3",NY
0001292256,6189,"Impac CMP Trust Series 2004-5",CA
0001292274,6189,"Structured Asset Mort Pass Thru Certs Series 2004 AR3",NY
0001292275,6189,"CWMBS 2004-J5",CA
0001292281,6189,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR5",NY
0001292352,6189,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-PW1",CA
0001292367,6189,"MASTR Alternative Loan Trust 2004-5",NY
0001292368,6189,"STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-5",NY
0001292369,6189,"Asset Back Pass-Through Certificates, Series 2004-HE3",NY
0001292370,6189,"MASTR Adjustable Rate Mortgages Trust 2004-5",NY
0001292460,6189,"Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-S2",NY
0001292461,6189,"Lehman Home Equity Loan Trust 2004-3",NY
0001292479,6189,"Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-11XS",NY
0001292531,6189,"FINANCE AMERICA MORTGAGE LOAN TRUST 2004-1",NY
0001292655,6189,"FIFTH THIRD AUTO TRUST 2004-A",NY
0001292658,6189,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-W9",CA
0001292669,6189,"IndyMac INDX Mortgage Loan Trust 2004-AR2",CA
0001292739,6189,"Long Beach Mortgage Loan Trust 2004-3, Asset-Backed Certs., Series 2004-3",CA
0001292789,6189,"Morgan Stanley ABS Capital I Inc. Trust, Series 2004-SD2",NY
0001293183,6189,"Asset Backed Pass-Through Certificates, Series 2004-HE4",NY
0001293234,6189,"Select Notes Trust LT 2004-1",NY
0001293242,6189,"COMM 2004-LNB3 COMMERCIAL MORTGAGE PASS-THROUGH CERTIFICATES",MA
0001293294,6189,"AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R6",CA
0001293515,6189,"IndyMac ABS Inc. Home Equity Mortgage Loan Asset-Backed Trust, Series SPMD 2004-A",CA
0001293517,6189,"CSFB COMMERCIAL MORT PASS THR CERTS SER 2004 C2",NY
0001293540,6189,"STRATS SM TRUST FOR IBM CORP SEC SERIES 2004-7",NC
0001293542,6189,"Interstar Millennium Series 2003-1G","  "
0001293572,6189,"GMACM Mortgage Pass-Through Certificates, Series 2004-J3",MN
0001293643,6189,"STRATS SM TRUST FOR GOLDMAN SACHS GROUP SEC SERIES 2004-8",NC
0001293655,6189,"MERRILL LYNCH MORT INV INC ASSET BACK CERTS SER 2004 WMC4",NY
0001293679,6189,"Wells Fargo Mortgage Backed Securities Series 2004-K",MD
0001293680,6189,"Interstar Millennium Series 2003-3G","  "
0001293681,6189,"Wells Fargo Mortgage Backed Securities Series 2004-I",MD
0001293843,6189,"Novastar Mortgage Funding Trust Series 2004-2",KS
0001293844,6189,"J.P.Morgan Chase Commercial Mortgage Securities Series 2004-CIBC9",MA
0001293845,6189,"JPMorgan Chase Commercial Mortgage Securities Corp. Series 2004-PNC1",MA
0001293969,6189,"Bear Stearns Commercial Mortgage Securities Trust 2004-PWR4",NY
0001294147,6189,"CIT Equipment Collateral 2004-EF1",NJ
0001294271,6189,"First Franklin Mortgage Loan Trust 2004-FF4",NY
0001294734,6189,"Wachovia Asset Sec Series 2004 - HE1",MD
0001294808,6189,"PPLUS Trust Series GSC-2",NY
0001294856,6189,"NISSAN AUTO RECEIVABLES 2004-B OWNER TRUST",CA
0001294860,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-5",NY
0001294866,6189,"Honda Auto Receivables 2004-2 Owner Tust",CA
0001294869,6189,"Centex Home Equity Loan Trust 2004-C",TX
0001294873,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-4",NY
0001294965,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-CB2",IL
0001295045,6189,"Wachovia Bank Commercial Mortgage Trust Series 2004-C12",NC
0001295083,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2004-C",NY
0001295156,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-S3",IL
0001295182,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR7",IL
0001295183,6189,"MERRILL LYNCH MORTGAGE ASSET BACK CERTS SER 2004-BC2",NY
0001295215,6189,"ARMS II GLOBAL FUND 1",C3
0001295240,6189,"RAAC Series 2004-SP1 Trust",MN
0001295346,6189,"Nomura Asset Acc Corp ALT LN TR Ser 2004-AP2",NY
0001295374,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR8",IL
0001295395,6189,"Home Loan Trust 2004-HI2",MN
0001295396,6189,"Wells Fargo Asset Securities Series 2004-J",MD
0001295411,6189,"First Horizon ABS Notes Series 2004-HE2",TX
0001295533,6189,"Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2004-7",MD
0001295534,6189,"RAMP Series 2004-RS6 Trust",MN
0001295535,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-F",NC
0001295538,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-ECC1",CA
0001295549,6189,"Wells Fargo Asset Securities Corp Mortgage Backed Securities Series 2004-L",MD
0001295588,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-NC5",NY
0001295614,6189,"RAMP Series 2004-RZ2 Trust",MN
0001295615,6189,"RASC Series 2004-KS6 Trust",MN
0001295645,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-6",NC
0001295668,6189,"MERRILL LYNCH MORT INV INC ASST BACK CERTS SER TMTS 2004 5HE",NY
0001295669,6189,"Home Equity Loan Trust 2004-HS2",MN
0001295670,6189,"RALI Series 2004-QS9 Trust",MN
0001295671,6189,"RALI Series 2004-QS8 Trust",MN
0001295715,6189,"Washington Mutual MSC Mortgage Pass-Through Certificates, Series 2004-RA2",IL
0001295724,6189,"HOME EQUITY MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-3",NY
0001295725,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE4",NY
0001295728,6189,"RFMSI Series 2004-SA1 Trust",MN
0001295729,6189,"RENAISSANCE HOME EQUITY LOAN TRUST 2004-2",NY
0001295732,6189,"MASTR Adjustable Rate Mortgages Trust 2004-6",NY
0001295733,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-6",NC
0001295734,6189,"GS MORTGAGE SECURITIES CORP GSR TRUST 2004-7",NY
0001295737,6189,"BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-HE5",NY
0001295740,6189,"J.P. Morgan Mortgage Trust 2004-A3",NY
0001295741,6189,"RALI Series 2004-QA2 Trust",MN
0001295763,6189,"RFMSI Series 2004-S6 Trust",MN
0001295812,6189,"Fieldstone Mortgage Investment Trust, Series 2004-3",NY
0001295827,6189,"GreenPoint Home Equity Loan Trust 2004-3","  "
0001295845,6189,"RAMP Series 2004-SL2 Trust",MN
0001295846,6189,"GS Mortgage Securities Corp. GSAA HOME EQUITY TRUST 2004-4",NY
0001295853,6189,"Sequoia HELOC Trust 2004-1",CA
0001295854,6189,"IMPAC CMB Trust SERIES 2004-6",CA
0001295855,6189,"FIRST FRANKLIN MORTGAGE LOAN TRUST 2004-FFH2",CT
0001295868,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AR4",TX
0001295870,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AA2",TX
0001295884,6189,"CHASE FUNDING TRUST, SERIES 2004-2",NJ
0001295891,6189,"Sequoia Mortgage Trust 2004-6",CA
0001295892,6189,"NEW CENTURY HOME EQUITY LOAN TRUST 2004-2",CA
0001295893,6189,"IndyMac INDX Mortgage Loan Trust 2004-AR3",CA
0001295895,6189,"GMACM HOME EQUITY LOAN TRUST 2004-HE3",MN
0001295896,6189,"CHL Mortgage Pass Through Trust 2004-15",CA
0001295968,6189,"GSAA HOME EQUITY TRUST 2004-5",NY
0001295969,6189,"GS Mortgage Securities Corp.",NY
0001295970,6189,"Morgan Stanley Mortgage Loan Trust 2004-5AR",NY
0001296009,6189,"MASTR Alternative Loan Trust 2004-6",NY
0001296036,6189,"EQUIFIRST MORTGAGE LOAN TRUST 2004-2",CT
0001296038,6189,"GS Mortgage GSAMP Trust 2004-SEA2",NY
0001296039,6189,"Thornburg Mortgage Securities Trust 2004-2",MD
0001296048,6189,"FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-5",TX
0001296049,6189,"Citigroup Mortgage Loan Trust Inc. Mortgage Pass-Through Certificates, Series 2004-NCM1","  "
0001296052,6189,"INDYMAC RESIDENTIAL ASSET SECURITIZATION TRUST 2004-A6",CA
0001296111,6189,"Mortgage Pass-Through Certificates, Series 2004-J5","  "
0001296124,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-6",CA
0001296125,6189,"IndyMac Residential Asset Securitization Trust 2004-A4",CA
0001296126,6189,"IndyMac RAST 2004-A5",CA
0001296173,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001296174,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001296180,6189,"AMERICAN HOME MORTGAGE INVESTMENT TRUST 2004-2",NY
0001296183,6189,"Asset-Backed Funding Corp. ABFC Asset Backed Certificates, Series 2004-OPT4",NC
0001296206,6189,"Credit Suisse First Boston Mortgage Securities Corp. Home Equity Asset Trust 2004-4.",NY
0001296241,6189,"Structured Asset Securities CORP Mortgage Pass-Through Certificates, Series 2004-13",NY
0001296254,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 6",NY
0001296256,6189,"MASTR Asset Securitization Trust 2004-6",NY
0001296261,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-G",CA
0001296269,6189,"IndyMac INDX Mortgage Loan Trust 2004-AR4",CA
0001296270,6189,"Asset Backed Pass-Through Certificates, Series 2004-HE5",NY
0001296313,6189,"CHL Mortgage Pass-Through Trust 2004-12",CA
0001296314,6189,"CHL Mortgage Pass-Through Trust 2004-14",CA
0001296325,6189,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR6",NY
0001296332,6189,"HOMESTAR MORTGAGE ACCEP CORP ASST BACK CERTS SER 2004-3",NJ
0001296333,6189,"SASCO MORTGAGE LOAN TRUST SERIES 2004-GEL2",NY
0001296342,6189,"World Omni Auto Receivables Trust 2004-A",FL
0001296343,6189,"CHL Mortgage Pass-Through Trust 2004-13",CA
0001296345,6189,"Alternative Loan Trust 2004-14T2","  "
0001296346,6189,"Alternative Loan Trust 2004-16CB","  "
0001296352,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-E",CA
0001296353,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-F",CA
0001296354,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-D",CA
0001296366,6189,"AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R7",CA
0001296376,6189,"Interstar Millennium Series 2004-2G Trust","  "
0001296377,6189,"STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-6",NY
0001296486,6189,"AEGIS ASSET BACKED SECURITIES TRUST Mortgage Pass-Through Certificates, Series 2004-3","  "
0001296487,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST, SERIES 2004-SL1",NY
0001296557,6189,"GE COMM MORT PASS THROUGH CERT SERIES 2004-C3",CT
0001296588,6189,"GE COMM MORT PASS THROUGH CERT SERIES 2004-C3",CT
0001296672,6189,"Granite Mortgages 04-3 plc",X0
0001296938,6189,"HOLMES FINANCING (No. 9) PLC","  "
0001296950,6189,"Capital One Prime Auto Receivables Trust 2004-2",VA
0001297096,6189,"Morgan Stanley Capital I Trust Series 2004-TOP15",NY
0001297110,6189,"Banc of America Commercial Mort. Pass Thr. Certs SER 2004-3",NC
0001297161,6189,"GS Mortgage Securities Corp. GSAMP Trust 2004-AR1",NY
0001297164,6189,"Wachovia Auto Owner Trust 2004-A",NC
0001297210,6189,"STRATS SM TRUST FOR JPMORGAN CHASE & CO SEC SERIES 2004-9",NC
0001297330,6189,"Securitized Asset Backed Receivables LLC Trust 2004-DO1",NY
0001297379,6189,"Trust, Asset Backed Notes","  "
0001297380,6189,"Corporation 2004-1","  "
0001297381,6189,"Mid-State Capital","  "
0001297456,6189,"C-Bass Mtg Ln As Bk Cert Ser 2004-CB4",NY
